model_id,image_id,N_valid,reference_crop_fraction,predicted_crop_fraction,crop_TP,crop_FP,crop_FN,crop_TN,absolute_error,signed_error
M5,ave-0322-0006,2088692,0.0002489596359827107,4.787685307359821e-06,0,10,520,2088162,0.0002441719506753509,-0.0002441719506753509
M5,ave-0323-0007,2088837,0.00011776888287597357,0.0,0,0,246,2088591,0.00011776888287597357,-0.00011776888287597357
M5,ave-0355-0010,2084818,0.0016639342139217908,5.6120006638469164e-05,0,117,3469,2081232,0.0016078142072833217,-0.0016078142072833217
M5,ave-0358-0032,2088746,0.0070123413761175365,0.0032043149334576825,6461,232,8186,2073867,0.003808026442659854,-0.003808026442659854
M5,ave-0362-0025,2088960,0.0036185470281862747,0.0013758042279411766,2709,165,4850,2081236,0.0022427428002450983,-0.0022427428002450983
M5,ave-0364-0026,2086002,0.004195585622640822,0.0011514849937823645,1115,1287,7637,2075963,0.003044100628858457,-0.003044100628858457
M5,ave-0365-0004,2088263,0.0008667490636955211,0.0006330620233179441,1117,205,693,2086248,0.00023368704037757693,-0.00023368704037757693
M5,ave-0463-0002,2082861,0.03590109949727802,0.027867918214417572,51636,6409,23141,2001675,0.00803318128286045,-0.00803318128286045
M5,ave-0464-0011,2088802,0.08147445282032476,0.08866039002260626,158877,26317,11307,1892301,0.0071859372022815005,0.0071859372022815005
M5,ave-0465-0002,2084269,0.06322504436807341,0.06714200518263237,113378,26564,18400,1925927,0.003916960814558959,0.003916960814558959
M5,ave-0466-0011,2088396,0.07420862709945815,0.0776878523038734,149132,13111,5845,1920308,0.003479225204415251,0.003479225204415251
M5,ave-0479-0012,2088960,0.004188208486519608,0.0014806410845588235,2902,191,5847,2080020,0.0027075674019607847,-0.0027075674019607847
M5,ave-0480-0002,2087819,0.01260310400470539,0.008591261982001313,16868,1069,9445,2060437,0.004011842022704076,-0.004011842022704076
M5,ave-0481-0002,2088419,0.04170571135389977,0.03665978905574025,68724,7837,18375,1993483,0.005045922298159519,-0.005045922298159519
M5,ave-0486-0002,2088826,0.08169660852555455,0.07764552911539783,142902,19286,27748,1898890,0.004051079410156713,-0.004051079410156713
M5,ave-0487-0002,2086519,0.133599550255713,0.14912972275833578,263054,48108,15704,1759653,0.015530172502622785,0.015530172502622785
M5,ave-0503-0011,2088960,0.12063275505514706,0.1567914177389706,249807,77724,2190,1759239,0.036158662683823534,0.036158662683823534
M5,ave-0506-0007,2088275,0.08567597658354384,0.015351905280674242,22343,9716,156572,1899644,0.07032407130286959,-0.07032407130286959
M5,ave-0516-0012,2086368,0.07897743830426847,0.08044985352536081,150064,17784,14712,1903808,0.0014724152210923436,0.0014724152210923436
M5,ave-0519-0010,2088960,0.24727615655637256,0.27426566329656865,453939,118991,62611,1453419,0.026989506740196095,0.026989506740196095
M5,ave-0522-0002,2081156,0.04658276457891672,0.03994462692849551,60525,22606,36421,1961604,0.006638137650421212,-0.006638137650421212
M5,ave-0523-0012,2088960,0.05670142080269608,0.05139734604779412,100015,7352,18432,1963161,0.005304074754901959,-0.005304074754901959
M5,ave-0525-0011,2088079,0.1265105391127443,0.13084897649945237,251635,21588,12529,1802327,0.004338437386708083,0.004338437386708083
M5,ave-0546-0004,2088957,0.23128336294141047,0.2636684240029833,400403,150389,82738,1455427,0.03238506106157282,0.03238506106157282
M5,ave-0553-0002,2088827,0.2018228412405623,0.20535017978990122,312826,116115,108747,1551139,0.0035273385493389264,0.0035273385493389264
M5,ave-0571-0011,2088960,0.09918476179534313,0.11057846966911765,192861,38133,14332,1843634,0.011393707873774514,0.011393707873774514
M5,ave-0605-0002,2088960,0.31410558363970587,0.30393114276960786,525203,109697,130951,1323109,0.010174440870098,-0.010174440870098
M5,ave-0606-0004,2085143,0.023982527817037008,0.02273704968915801,38692,8718,11315,2026418,0.0012454781278789968,-0.0012454781278789968
M6,ave-0007-0000,2081067,0.0028105774585825446,0.031093664932460126,1183,63525,4666,2011693,0.02828308747387758,0.02828308747387758
M6,ave-0032-0006,2070507,0.014721515068531523,0.005378392828423183,10371,765,20110,2039261,0.00934312224010834,-0.00934312224010834
M6,ave-0037-0015,2087959,0.019690041806376467,0.021675712980954127,37952,7306,3160,2039541,0.0019856711745776592,0.0019856711745776592
M6,ave-0042-0008,2087665,0.003457451267324978,0.0006591095793625893,1369,7,5849,2080440,0.0027983416879623886,-0.0027983416879623886
M6,ave-0065-0014,2088329,0.044867930292592784,0.012433864587428513,25635,331,68064,1994299,0.03243406570516427,-0.03243406570516427
M6,ave-0083-0014,2088434,0.019657312608394616,0.011145193001071616,21576,1700,19477,2045681,0.008512119607323,-0.008512119607323
M6,ave-0084-0011,2088453,0.036356097072809394,0.010950210514672822,21179,1690,54749,2010835,0.025405886558136574,-0.025405886558136574
M6,ave-0088-0010,2088711,0.1421216242936433,0.12920743942077195,254500,15377,42351,1776483,0.012914184872871354,-0.012914184872871354
M6,ave-0092-0008,2087536,0.08851535973511356,0.023361034252822467,48745,22,136034,1902735,0.06515432548229108,-0.06515432548229108
M6,ave-0118-0030,2088960,0.0009215111825980392,0.02569268918504902,0,53671,1925,2033364,0.024771178002450978,0.024771178002450978
M6,ave-0199-0011,2088960,0.005077167585784314,0.0,0,0,10606,2078354,0.005077167585784314,-0.005077167585784314
M6,ave-0202-0010,2088635,0.008407404836172907,0.005157914140096283,9951,822,7609,2070253,0.003249490696076624,-0.003249490696076624
M6,ave-0203-0006,2088823,0.0025430589379760757,0.0013007325177863322,2548,169,2764,2083342,0.0012423264201897434,-0.0012423264201897434
M6,ave-0204-0005,2086582,0.0038416894231810684,0.0015235442460444881,3104,75,4912,2078491,0.0023181451771365803,-0.0023181451771365803
M6,ave-0225-0010,2088409,0.00419936899333416,0.0017166177697950928,3520,65,5250,2079574,0.002482751223539067,-0.002482751223539067
M6,ave-0228-0020,2088740,0.002173080421689631,0.008123078985417045,103,16864,4436,2067337,0.005949998563727414,0.005949998563727414
M6,ave-0301-0007,2088564,7.517126599903091e-05,0.0,0,0,157,2088407,7.517126599903091e-05,-7.517126599903091e-05
M6,ave-0312-0008,2088825,0.000533314183811473,0.0,0,0,1114,2087711,0.000533314183811473,-0.000533314183811473
M6,ave-0315-0008,2088688,0.0010576017097814513,0.022001849965145585,0,45955,2209,2040524,0.020944248255364135,0.020944248255364135
M6,ave-0319-0013,2088093,0.0008170134184636412,3.0171069966711254e-05,0,63,1706,2086324,0.0007868423484969299,-0.0007868423484969299
M6,ave-0322-0006,2088692,0.0002489596359827107,3.542887127446268e-05,0,74,520,2088098,0.00021353076470824803,-0.00021353076470824803
M6,ave-0323-0007,2088837,0.00011776888287597357,9.5747059248759e-07,0,2,246,2088589,0.00011681141228348597,-0.00011681141228348597
M6,ave-0355-0010,2084818,0.0016639342139217908,0.0,0,0,3469,2081349,0.0016639342139217908,-0.0016639342139217908
M6,ave-0358-0032,2088746,0.0070123413761175365,0.003814729028804843,6957,1011,7690,2073088,0.0031976123473126936,-0.0031976123473126936
M6,ave-0362-0025,2088960,0.0036185470281862747,0.0020263671875,2823,1410,4736,2079991,0.0015921798406862745,-0.0015921798406862745
M6,ave-0364-0026,2086002,0.004195585622640822,0.0,0,0,8752,2077250,0.004195585622640822,-0.004195585622640822
M6,ave-0365-0004,2088263,0.0008667490636955211,0.0008993120119448556,1404,474,406,2085979,3.25629482493345e-05,3.25629482493345e-05
M6,ave-0463-0002,2082861,0.03590109949727802,0.024104825045934416,45259,4948,29518,2003136,0.011796274451343607,-0.011796274451343607
M6,ave-0464-0011,2088802,0.08147445282032476,0.05989988519735236,111245,13874,58939,1904744,0.0215745676229724,-0.0215745676229724
M6,ave-0465-0002,2084269,0.06322504436807341,0.05572169427266826,97581,18558,34197,1933933,0.007503350095405155,-0.007503350095405155
M6,ave-0466-0011,2088396,0.07420862709945815,0.0737527748568758,143827,10198,11150,1923221,0.0004558522425823497,-0.0004558522425823497
M6,ave-0479-0012,2088960,0.004188208486519608,0.0014940448835784313,2781,340,5968,2079871,0.002694163602941177,-0.002694163602941177
M6,ave-0480-0002,2087819,0.01260310400470539,0.011191583178426865,21592,1774,4721,2059732,0.0014115208262785242,-0.0014115208262785242
M6,ave-0481-0002,2088419,0.04170571135389977,0.03625230377620583,67797,7913,19302,1993407,0.005453407577693942,-0.005453407577693942
M6,ave-0486-0002,2088826,0.08169660852555455,0.0627103454284847,116632,14359,54018,1903817,0.01898626309706984,-0.01898626309706984
M6,ave-0487-0002,2086519,0.133599550255713,0.11992078672660061,223148,27069,55610,1780692,0.013678763529112375,-0.013678763529112375
M6,ave-0503-0011,2088960,0.12063275505514706,0.1352917241115196,248650,33969,3347,1802994,0.01465896905637254,0.01465896905637254
M6,ave-0506-0007,2088275,0.08567597658354384,0.014003902742694328,21786,7458,157129,1901902,0.0716720738408495,-0.0716720738408495
M6,ave-0516-0012,2086368,0.07897743830426847,0.07094050522247274,137521,10487,27255,1911105,0.008036933081795733,-0.008036933081795733
M6,ave-0519-0010,2088960,0.24727615655637256,0.21607642080269607,419782,31593,96768,1540817,0.03119973575367649,-0.03119973575367649
M6,ave-0522-0002,2081156,0.04658276457891672,0.039482383828987354,65170,16999,31776,1967211,0.007100380749929365,-0.007100380749929365
M6,ave-0523-0012,2088960,0.05670142080269608,0.0451238893995098,89387,4875,29060,1965638,0.011577531403186278,-0.011577531403186278
M6,ave-0525-0011,2088079,0.1265105391127443,0.11355413276988083,226606,10504,37558,1813411,0.012956406342863463,-0.012956406342863463
M6,ave-0546-0004,2088957,0.23128336294141047,0.15698264732112724,303562,24368,179579,1581448,0.07430071562028323,-0.07430071562028323
M6,ave-0553-0002,2088827,0.2018228412405623,0.12948415546141448,234413,36057,187160,1631197,0.07233868577914782,-0.07233868577914782
M6,ave-0571-0011,2088960,0.09918476179534313,0.08643631280637255,164715,15847,42478,1865920,0.012748448988970582,-0.012748448988970582
M6,ave-0605-0002,2088960,0.31410558363970587,0.15745921415441178,306347,22579,349807,1410227,0.1566463694852941,-0.1566463694852941
M6,ave-0606-0004,2085143,0.023982527817037008,0.020265756353401183,34304,7953,15703,2027183,0.003716771463635825,-0.003716771463635825
M7,ave-0007-0000,2081067,0.0028105774585825446,0.0,0,0,5849,2075218,0.0028105774585825446,-0.0028105774585825446
M7,ave-0032-0006,2070507,0.014721515068531523,0.0,0,0,30481,2040026,0.014721515068531523,-0.014721515068531523
M7,ave-0037-0015,2087959,0.019690041806376467,0.020254708066585598,38135,4156,2977,2042691,0.0005646662602091304,0.0005646662602091304
M7,ave-0042-0008,2087665,0.003457451267324978,0.0,0,0,7218,2080447,0.003457451267324978,-0.003457451267324978
M7,ave-0065-0014,2088329,0.044867930292592784,0.007848859063873557,16372,19,77327,1994611,0.037019071228719225,-0.037019071228719225
M7,ave-0083-0014,2088434,0.019657312608394616,0.009497546965812662,19095,740,21958,2046641,0.010159765642581954,-0.010159765642581954
M7,ave-0084-0011,2088453,0.036356097072809394,0.007618557851194162,15591,320,60337,2012205,0.028737539221615233,-0.028737539221615233
M7,ave-0088-0010,2088711,0.1421216242936433,0.1220484787028938,237018,17906,59833,1773954,0.020073145590749505,-0.020073145590749505
M7,ave-0092-0008,2087536,0.08851535973511356,0.030432050034107195,63504,24,121275,1902733,0.058083309701006364,-0.058083309701006364
M7,ave-0118-0030,2088960,0.0009215111825980392,0.02461224724264706,0,51414,1925,2035621,0.02369073606004902,0.02369073606004902
M7,ave-0199-0011,2088960,0.005077167585784314,0.0,0,0,10606,2078354,0.005077167585784314,-0.005077167585784314
M7,ave-0202-0010,2088635,0.008407404836172907,0.0010073564792316514,1994,110,15566,2070965,0.007400048356941255,-0.007400048356941255
M7,ave-0203-0006,2088823,0.0025430589379760757,0.0,0,0,5312,2083511,0.0025430589379760757,-0.0025430589379760757
M7,ave-0204-0005,2086582,0.0038416894231810684,0.0,0,0,8016,2078566,0.0038416894231810684,-0.0038416894231810684
M7,ave-0225-0010,2088409,0.00419936899333416,0.000689998941778167,1427,14,7343,2079625,0.003509370051555993,-0.003509370051555993
M7,ave-0228-0020,2088740,0.002173080421689631,0.0,0,0,4539,2084201,0.002173080421689631,-0.002173080421689631
M7,ave-0301-0007,2088564,7.517126599903091e-05,0.0,0,0,157,2088407,7.517126599903091e-05,-7.517126599903091e-05
M7,ave-0312-0008,2088825,0.000533314183811473,0.0,0,0,1114,2087711,0.000533314183811473,-0.000533314183811473
M7,ave-0315-0008,2088688,0.0010576017097814513,0.006636702082838605,0,13862,2209,2072617,0.005579100373057154,0.005579100373057154
M7,ave-0319-0013,2088093,0.0008170134184636412,0.0,0,0,1706,2086387,0.0008170134184636412,-0.0008170134184636412
M7,ave-0322-0006,2088692,0.0002489596359827107,0.0,0,0,520,2088172,0.0002489596359827107,-0.0002489596359827107
M7,ave-0323-0007,2088837,0.00011776888287597357,0.0,0,0,246,2088591,0.00011776888287597357,-0.00011776888287597357
M7,ave-0355-0010,2084818,0.0016639342139217908,0.0,0,0,3469,2081349,0.0016639342139217908,-0.0016639342139217908
M7,ave-0358-0032,2088746,0.0070123413761175365,0.0,0,0,14647,2074099,0.0070123413761175365,-0.0070123413761175365
M7,ave-0362-0025,2088960,0.0036185470281862747,0.0,0,0,7559,2081401,0.0036185470281862747,-0.0036185470281862747
M7,ave-0364-0026,2086002,0.004195585622640822,0.0,0,0,8752,2077250,0.004195585622640822,-0.004195585622640822
M7,ave-0365-0004,2088263,0.0008667490636955211,0.0,0,0,1810,2086453,0.0008667490636955211,-0.0008667490636955211
M7,ave-0463-0002,2082861,0.03590109949727802,0.007779203701063105,11646,4557,63131,2003527,0.028121895796214918,-0.028121895796214918
M7,ave-0464-0011,2088802,0.08147445282032476,0.03373608412860578,60782,9686,109402,1908932,0.04773836869171898,-0.04773836869171898
M7,ave-0465-0002,2084269,0.06322504436807341,0.039281877723077015,65760,16114,66018,1936377,0.0239431666449964,-0.0239431666449964
M7,ave-0466-0011,2088396,0.07420862709945815,0.06806419855238183,132482,9663,22495,1923756,0.006144428547076322,-0.006144428547076322
M7,ave-0479-0012,2088960,0.004188208486519608,0.0,0,0,8749,2080211,0.004188208486519608,-0.004188208486519608
M7,ave-0480-0002,2087819,0.01260310400470539,0.001332969955728921,2629,154,23684,2061352,0.011270134048976468,-0.011270134048976468
M7,ave-0481-0002,2088419,0.04170571135389977,0.016102611592788613,26948,6681,60151,1994639,0.025603099761111157,-0.025603099761111157
M7,ave-0486-0002,2088826,0.08169660852555455,0.030471183334562092,55909,7740,114741,1910436,0.051225425190992456,-0.051225425190992456
M7,ave-0487-0002,2086519,0.133599550255713,0.13748353118279777,245514,41348,33244,1766413,0.003883980927084779,0.003883980927084779
M7,ave-0503-0011,2088960,0.12063275505514706,0.15070752910539215,247871,66951,4126,1770012,0.030074774050245084,0.030074774050245084
M7,ave-0506-0007,2088275,0.08567597658354384,0.0037418443452131543,6950,864,171965,1908496,0.08193413223833068,-0.08193413223833068
M7,ave-0516-0012,2086368,0.07897743830426847,0.06445986518198132,124993,9494,39783,1912098,0.014517573122287145,-0.014517573122287145
M7,ave-0519-0010,2088960,0.24727615655637256,0.22918533624387255,418748,60011,97802,1512399,0.018090820312500006,-0.018090820312500006
M7,ave-0522-0002,2081156,0.04658276457891672,0.032123012402722334,51599,15254,45347,1968956,0.014459752176194385,-0.014459752176194385
M7,ave-0523-0012,2088960,0.05670142080269608,0.02271848192401961,45314,2144,73133,1968369,0.03398293887867647,-0.03398293887867647
M7,ave-0525-0011,2088079,0.1265105391127443,0.08307587979190442,163623,9846,100541,1814069,0.04343465932083987,-0.04343465932083987
M7,ave-0546-0004,2088957,0.23128336294141047,0.1454596719798445,254565,49294,228576,1556522,0.08582369096156597,-0.08582369096156597
M7,ave-0553-0002,2088827,0.2018228412405623,0.08358566793707664,144185,30411,277388,1636843,0.11823717330348565,-0.11823717330348565
M7,ave-0571-0011,2088960,0.09918476179534313,0.057985791973039214,108192,12938,99001,1868829,0.04119896982230392,-0.04119896982230392
M7,ave-0605-0002,2088960,0.31410558363970587,0.154403626685049,279459,43084,376695,1389722,0.15970195695465686,-0.15970195695465686
M7,ave-0606-0004,2085143,0.023982527817037008,0.006613934871613122,12017,1774,37990,2033362,0.017368592945423887,-0.017368592945423887
