image_id,acquisition_date,model_development_split
2016-05-23__bonirob_2016-05-23-11-02-39_5_frame90,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-02-39_5_frame93,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-02-39_5_frame105,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-02-39_5_frame108,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-02-39_5_frame112,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-02-39_5_frame116,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-02-39_5_frame117,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-02-39_5_frame131,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-02-39_5_frame144,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-02-39_5_frame149,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-02-39_5_frame155,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-02-39_5_frame164,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-02-39_5_frame169,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-02-39_5_frame177,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-02-39_5_frame184,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-02-39_5_frame187,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-02-39_5_frame189,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-02-39_5_frame192,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-02-39_5_frame193,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-02-39_5_frame199,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-02-39_5_frame202,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-02-39_5_frame203,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-02-39_5_frame204,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-02-39_5_frame215,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-02-39_5_frame216,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-02-39_5_frame223,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-02-39_5_frame233,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-02-39_5_frame243,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-02-39_5_frame246,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-02-39_5_frame253,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-02-39_5_frame254,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-02-39_5_frame255,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-02-39_5_frame257,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-02-39_5_frame264,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-02-39_5_frame265,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-02-39_5_frame266,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-02-39_5_frame271,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-02-39_5_frame272,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-02-39_5_frame273,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-02-39_5_frame277,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-02-39_5_frame278,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-02-39_5_frame282,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-02-39_5_frame284,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-02-39_5_frame292,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-02-39_5_frame293,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-02-39_5_frame294,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-07-45_6_frame3,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-07-45_6_frame4,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-07-45_6_frame17,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-07-45_6_frame27,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-07-45_6_frame34,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-07-45_6_frame38,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-07-45_6_frame41,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-07-45_6_frame51,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-07-45_6_frame52,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-07-45_6_frame61,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-07-45_6_frame63,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-07-45_6_frame68,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-07-45_6_frame70,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-07-45_6_frame75,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-07-45_6_frame99,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-07-45_6_frame104,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-07-45_6_frame108,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-07-45_6_frame109,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-07-45_6_frame115,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-07-45_6_frame122,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-07-45_6_frame127,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-07-45_6_frame131,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-07-45_6_frame133,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-07-45_6_frame135,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-07-45_6_frame138,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-07-45_6_frame141,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-07-45_6_frame146,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-07-45_6_frame149,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-07-45_6_frame156,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-07-45_6_frame162,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-07-45_6_frame166,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-07-45_6_frame175,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-07-45_6_frame176,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-07-45_6_frame201,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-07-45_6_frame208,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-07-45_6_frame210,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-07-45_6_frame212,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-07-45_6_frame215,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-07-45_6_frame218,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-07-45_6_frame220,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-07-45_6_frame224,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-07-45_6_frame227,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-07-45_6_frame228,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-07-45_6_frame231,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-07-45_6_frame238,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-07-45_6_frame252,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-07-45_6_frame254,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-07-45_6_frame259,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-07-45_6_frame263,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-07-45_6_frame278,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-07-45_6_frame280,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-07-45_6_frame284,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-07-45_6_frame288,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-07-45_6_frame289,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-07-45_6_frame297,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-07-45_6_frame306,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-12-51_7_frame4,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-12-51_7_frame5,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-12-51_7_frame10,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-12-51_7_frame13,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-12-51_7_frame14,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-12-51_7_frame19,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-12-51_7_frame20,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-12-51_7_frame27,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-12-51_7_frame29,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-12-51_7_frame31,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-12-51_7_frame39,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-12-51_7_frame41,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-12-51_7_frame43,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-12-51_7_frame64,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-12-51_7_frame71,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-12-51_7_frame75,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-12-51_7_frame77,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-12-51_7_frame87,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-12-51_7_frame93,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-12-51_7_frame95,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-12-51_7_frame96,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-12-51_7_frame97,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-12-51_7_frame101,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-12-51_7_frame107,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-12-51_7_frame109,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-12-51_7_frame111,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-12-51_7_frame116,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-12-51_7_frame119,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-12-51_7_frame137,2016-05-23,heldout_model_selection
2016-05-23__bonirob_2016-05-23-11-12-51_7_frame190,2016-05-23,heldout_model_selection
